trial_id,scraped_at,extractor_version,has_participant_flow,dropout_rate_pct,started_n,completed_n,recency_decay,missing_enrollment,parse_warning
NCT02229383,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,9.1,461,419,0.4411,False,
NCT00763451,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,21.7,484,379,0.270051,False,
NCT00256867,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,12.7,369,322,0.18812,False,
NCT00086515,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,55.8,701,310,0.192365,False,
NCT01494987,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,13.0,431,375,0.337801,False,
NCT00712673,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,24.9,680,511,0.273859,False,
NCT00978627,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,36.9,548,346,0.254793,False,
NCT00637273,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,21.8,514,402,0.237054,False,
NCT00604383,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,25.0,685,514,0.166394,False,
NCT05963022,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,6.3,206,193,0.891251,False,
NCT04298229,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,2.5,240,234,0.789441,False,
NCT01719003,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,9.1,1413,1284,0.379199,False,
NCT01619059,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,11.1,315,280,0.382,False,
NCT01076075,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,20.6,427,339,0.295753,False,
NCT01364428,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,9.4,373,338,0.294492,False,
NCT01023581,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,22.3,784,609,0.279906,False,
NCT02104804,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,7.5,466,431,0.422148,False,
NCT01177384,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,10.5,381,341,0.327614,False,
NCT02773368,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,3.3,420,406,0.487344,False,
NCT01734785,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,48.2,606,314,0.389416,False,
NCT00960076,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,11.7,282,249,0.264217,False,
NCT01999218,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,24.1,1326,1006,0.466074,False,
NCT00327015,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,32.0,1306,888,0.22542,False,
NCT01081834,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,33.0,675,452,0.298717,False,
NCT01179048,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,3.2,9340,9042,0.415093,False,
NCT01289990,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,38.7,2705,1659,0.330504,False,
NCT01075282,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,10.7,810,723,0.316604,False,
NCT01128894,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,15.5,812,686,0.286086,False,
NCT01885208,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,8.6,813,743,0.399908,False,
NCT00877890,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,19.7,254,204,0.247637,False,
NCT01513590,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,5.8,394,371,0.31796,False,
NCT04017832,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,4.8,1441,1372,0.690028,False,
NCT02540993,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,1.4,5734,5656,0.603993,False,
NCT03268005,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,2.7,1091,1062,0.543961,False,
NCT01462266,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,9.4,660,598,0.33342,False,
NCT03954834,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,10.5,478,428,0.632908,False,
NCT02030600,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,19.6,721,580,0.413814,False,
NCT00885352,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,8.9,313,285,0.266738,False,
NCT00954447,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,15.7,1261,1063,1.0,False,
NCT00918138,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,3.2,93,90,0.254793,False,
NCT01652729,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,14.8,365,311,0.35786,False,
NCT00813995,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,9.9,395,356,0.260914,False,
NCT00397631,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,14.2,520,446,0.217225,False,
NCT02419612,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,23.9,444,338,0.574758,False,
NCT00377676,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,41.8,3070,1787,0.190909,False,
NCT00601250,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,7.6,700,647,1.0,False,
NCT01059812,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,12.5,424,371,0.269474,False,
NCT02305381,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,4.3,397,380,0.412539,False,
NCT00789191,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,14.9,222,189,0.238805,False,
NCT01064414,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,23.0,269,207,0.309765,False,
NCT02453555,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,6.9,275,256,0.463646,False,
NCT01664247,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,15.9,346,291,0.350212,False,
NCT03078478,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,8.8,1609,1467,0.548369,False,
NCT02128932,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,5.9,1082,1018,0.404875,False,
NCT00295633,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,36.3,565,360,0.222179,False,
NCT04657016,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,17.3,579,479,0.788505,False,
NCT00069784,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,9.7,12537,11325,0.292333,False,
NCT01582451,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,11.2,466,414,0.347727,False,
NCT02769481,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,16.2,426,357,0.561809,False,
NCT03987919,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,5.1,1879,1783,0.649652,False,
NCT02505334,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,58.4,466,194,0.489315,False,
NCT00484198,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,22.5,1912,1482,0.22936,False,
NCT01243424,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,38.3,6042,3728,0.523564,False,
NCT02738879,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,5.1,746,708,0.498933,False,
NCT01421459,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,12.8,759,662,0.312053,False,
NCT00614120,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,16.1,929,779,0.228762,False,
NCT01318083,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,4.2,312,299,0.231988,False,
NCT01191268,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,18.7,884,719,0.312053,False,
NCT01986855,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,8.1,468,430,0.444253,False,
NCT00385697,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,-1207.9,38,497,0.283988,False,
NCT03353350,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,27.8,406,293,0.625292,False,
NCT01126580,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,19.3,807,651,0.305312,False,
NCT02420262,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,1.4,506,499,0.444991,False,
NCT03338010,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,7.6,536,495,0.600134,False,
NCT02254291,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,1.6,308,303,0.411561,False,
NCT05478252,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,3.6,388,374,0.813024,False,
NCT03015220,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,2.2,458,448,0.518616,False,
NCT04809220,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,4.1,591,567,0.785516,False,
NCT03172494,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,8.5,720,659,0.565689,False,
NCT01272193,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,7.4,296,274,0.286086,False,
NCT01098539,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,24.0,495,376,0.316604,False,
NCT01381900,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,4.4,676,646,0.316604,False,
NCT00434954,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,31.0,494,341,0.235372,False,
NCT04184622,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,22.8,2539,1961,0.871378,False,
NCT00661362,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,12.1,570,501,0.240569,False,
NCT00006305,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,2.4,2368,2312,0.230287,False,
NCT04795531,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,2.4,588,574,0.730307,False,
NCT01318122,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,10.4,326,292,0.238805,False,
NCT02715258,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,10.5,210,188,0.464197,False,
NCT01733758,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,10.2,490,440,0.384821,False,
NCT02911948,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,3.3,210,203,0.490827,False,
NCT04039503,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,5.1,475,451,0.644583,False,
NCT00839527,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,23.5,663,507,0.328159,False,
NCT00998881,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,4.9,203,193,0.256675,False,
NCT00082407,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,16.4,505,422,0.217379,False,
NCT01958671,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,16.3,461,386,0.437762,False,
NCT00976937,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,8.5,319,292,0.273859,False,
NCT01617434,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,19.1,451,365,0.342728,False,
NCT04760626,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,8.8,1085,990,0.742015,False,
NCT01720446,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,2.0,3297,3232,0.423956,False,
NCT00252694,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,15.6,1905,1607,0.212734,False,
NCT04429503,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,68.2,660,210,0.867662,False,
NCT01930188,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,5.1,1225,1163,0.408641,False,
NCT00849056,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,18.3,301,246,0.321222,False,
NCT01164501,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,12.8,741,646,0.307494,False,
NCT01555164,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,17.0,442,367,0.342728,False,
NCT02302716,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,7.7,493,455,0.434965,False,
NCT05024032,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,4.3,210,201,0.763456,False,
NCT00866658,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,10.9,311,277,0.256675,False,
NCT03552757,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,3.8,1210,1164,0.606435,False,
NCT02059187,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,8.9,531,484,0.388308,False,
NCT01698775,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,20.2,213,170,0.418358,False,
NCT01499095,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,22.4,811,629,0.34526,False,
NCT00680745,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,8.4,596,546,0.254793,False,
NCT00727857,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,29.3,600,424,0.218985,False,
NCT00309244,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,31.8,677,462,0.220602,False,
NCT00763815,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,28.1,484,348,0.279906,False,
NCT00393718,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,16.2,400,335,0.214254,False,
NCT00289848,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,17.2,530,439,0.193602,False,
NCT03495102,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,9.6,1842,1665,0.577768,False,
NCT00308737,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,38.4,2053,1264,0.222179,False,
NCT02054897,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,7.5,388,359,0.393691,False,
NCT01177813,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,10.6,986,881,1.0,False,
NCT01195662,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,9.3,582,528,0.323595,False,
NCT01392573,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,16.2,413,346,0.314507,False,
NCT00184600,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,18.4,708,578,0.238805,False,
NCT00976391,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,11.1,566,503,0.303074,False,
NCT00960661,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,48.0,1036,539,0.309765,False,
NCT00654381,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,11.9,561,494,1.0,False,
NCT00982644,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,36.0,1030,659,0.268071,False,
NCT03332771,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,17.3,954,789,0.573123,False,
NCT00485758,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,27.8,796,575,0.218985,False,
NCT01131676,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,3.1,7028,6809,0.390249,False,
NCT01106625,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,33.9,469,310,0.300923,False,
NCT00715624,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,33.9,496,328,0.272045,False,
NCT03199053,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,23.7,245,187,0.833939,False,
NCT02648217,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,5.7,263,248,0.441834,False,
NCT01006291,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,11.2,687,610,0.262342,False,
NCT00996658,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,13.3,278,241,1.0,False,
NCT00082381,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,14.7,551,470,0.217379,False,
NCT02849080,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,24.8,504,379,0.551371,False,
NCT02827708,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,3.1,324,314,0.511525,False,
NCT00313313,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,27.5,768,557,0.220602,False,
NCT00000620,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,12.0,10251,9023,0.318867,False,
NCT00765817,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,18.4,261,213,0.247637,False,
NCT02294474,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,9.3,505,458,0.419651,False,
NCT00121641,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,77.1,467,107,0.249466,False,
NCT01676220,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,25.9,878,651,0.355236,False,
NCT00541450,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,21.3,492,387,0.248521,False,
NCT01697592,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,5.1,585,555,0.361017,False,
NCT03018028,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,2.5,243,237,0.522819,False,
NCT01755156,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,29.1,402,285,0.424057,False,
NCT00968812,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,32.4,1450,980,0.321222,False,
NCT01167881,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,22.6,1549,1199,0.401716,False,
NCT00542178,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,17.7,3472,2856,0.245822,False,
NCT01676116,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,10.3,438,393,0.35608,False,
NCT01392677,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,7.3,218,202,0.337801,False,
NCT00627445,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,4.8,441,420,0.227085,False,
NCT00602472,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,7.5,1055,976,1.0,False,
NCT00641043,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,8.7,389,355,1.0,False,
NCT01076647,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,10.7,467,417,0.268071,False,
NCT04093752,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,11.1,917,815,0.694629,False,
NCT03914326,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,1.6,9651,9495,0.881363,False,
NCT04770532,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,1.5,526,518,0.710809,False,
NCT01624259,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,10.2,599,538,0.34526,False,
NCT00411554,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,5.3,319,302,0.200762,False,
NCT00220961,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,26.7,602,441,0.252985,False,
NCT00560417,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,10.0,339,305,0.245822,False,
NCT02739984,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,1.7,424,417,0.478063,False,
NCT02648204,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,6.0,1201,1129,0.469516,False,
NCT03351478,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,4.9,770,732,0.557954,False,
NCT02058147,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,7.3,1170,1085,0.395941,False,
NCT02460978,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,10.5,813,728,0.508257,False,
NCT01646320,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,12.2,320,281,0.384821,False,
NCT01106677,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,20.6,1284,1020,0.303074,False,
NCT01194830,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,26.9,234,171,0.288131,False,
NCT02314637,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,12.5,240,210,0.281906,False,
NCT00736099,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,11.4,2121,1880,1.0,False,
NCT01792518,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,4.2,360,345,0.41352,False,
NCT00663260,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,19.0,252,204,0.279906,False,
NCT01512108,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,8.5,363,332,0.330112,False,
NCT00666458,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,7.7,801,739,0.230287,False,
NCT02924064,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,27.1,247,180,1.0,False,
NCT02916706,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,18.1,254,208,1.0,False,
NCT02561078,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,13.1,420,365,0.468403,False,
NCT00819091,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,6.9,245,228,1.0,False,
NCT03882970,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,8.2,1444,1325,0.643208,False,
NCT01318070,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,3.2,339,328,0.222179,False,
NCT01890122,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,21.0,647,511,0.407575,False,
NCT03214380,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,16.1,933,783,0.549542,False,
NCT00094770,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,55.7,1172,519,0.196426,False,
NCT00700817,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,42.7,665,381,0.256675,False,
NCT00087516,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,69.1,741,229,0.192319,False,
NCT00305604,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,38.3,206,127,0.211727,False,
NCT03115112,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,4.4,386,369,0.532463,False,
NCT01045707,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,26.8,530,388,0.264217,False,
NCT01289119,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,8.3,506,464,0.292333,False,
NCT02371759,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,5.6,233,220,0.416574,False,
NCT01204294,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,6.3,574,538,0.294492,False,
NCT00094757,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,27.8,521,376,0.179995,False,
NCT03021187,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,4.7,731,697,0.523688,False,
NCT02607306,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,6.6,819,765,0.494335,False,
NCT01137812,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,38.5,755,464,0.298717,False,
NCT01713530,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,16.1,274,230,0.350961,False,
NCT05275400,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,7.3,986,914,0.860688,False,
NCT03819153,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,2.9,3533,3432,0.835128,False,
NCT01456195,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,8.3,421,386,0.335325,False,
NCT02298192,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,6.0,420,395,0.415685,False,
NCT00528372,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,38.5,558,343,0.258509,False,
NCT00838903,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,21.0,1012,799,0.328159,False,
NCT01169779,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,7.2,391,363,0.292333,False,
NCT02787551,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,61.7,514,197,0.534616,False,
NCT01468181,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,7.1,394,366,0.347727,False,
NCT01294436,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,13.5,728,630,0.312053,False,
NCT03175120,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,5.3,453,429,0.552419,False,
NCT00360334,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,13.6,235,203,0.212734,False,
NCT01365507,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,6.5,276,258,0.300923,False,
NCT01451398,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,18.1,353,289,0.335325,False,
NCT00306384,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,39.9,3323,1996,0.290259,False,
NCT01318109,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,1.4,288,284,0.231988,False,
NCT01064687,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,12.1,978,860,0.303074,False,
NCT01217892,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,7.5,400,370,0.283988,False,
NCT00032487,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,14.5,1791,1532,0.215734,False,
NCT01413204,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,11.4,272,241,0.309765,False,
NCT00392678,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,3.7,108,104,0.268071,False,
NCT00487240,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,14.7,387,330,0.218985,False,
NCT04460885,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,3.6,984,949,0.758758,False,
NCT01028391,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,7.9,317,292,0.227085,False,
NCT02068443,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,4.3,374,358,0.384821,False,
NCT01620489,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,24.7,279,210,0.339328,False,
NCT00666718,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,8.0,374,344,0.249466,False,
NCT01472185,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,14.6,465,397,0.342728,False,
NCT04880850,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,5.8,582,548,0.729095,False,
NCT00286494,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,22.1,493,384,0.200762,False,
NCT01952145,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,7.5,557,515,0.376776,False,
NCT03439254,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,33.1,919,615,0.743779,False,
NCT00063622,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,10.1,247,222,0.240569,False,
NCT03640949,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,0.0,501,501,0.704259,False,
NCT06834490,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,1.9,318,312,0.639098,False,
NCT02991118,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,5.0,779,740,0.523688,False,
NCT00347360,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,15.7,654,551,0.212734,False,
NCT02185417,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,5.2,17651,16738,0.763818,False,
NCT03036124,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,0.2,4744,4733,0.566227,False,
NCT02555878,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,37.6,841,525,0.523937,False,
NCT03057977,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,1.1,3730,3688,0.610334,False,
NCT01743001,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,1.3,226,223,0.451053,False,
NCT00090519,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,20.2,731,583,0.252985,False,
NCT02111564,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,2.3,12019,11745,0.51007,False,
NCT01335399,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,100.0,748,0,0.681239,False,
NCT02076009,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,100.0,569,0,0.900395,False,
NCT01313676,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,26.8,16568,12123,0.400098,False,
NCT03452917,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,0.0,1497,1497,0.606291,False,
NCT00622336,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,100.0,330,0,0.347232,False,
NCT00091507,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,4.4,911,871,0.309765,False,
NCT00089895,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,0.8,9406,9329,0.22382,False,
NCT00996281,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,26.3,837,617,0.290259,False,
NCT03472040,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,99.7,387,1,0.720492,False,
NCT01151410,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,12.5,208,182,0.401716,False,
NCT01656889,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,8.3,447,410,0.379199,False,
NCT06437626,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,8.2,304,279,0.807063,False,
NCT00097981,2026-02-06T10:52:25.758435,v2_graph_weighted_export,True,91.6,225,19,0.242288,False,
